id_sample_to_clone,id_sample_to_compare,text
crema-d_1073_disgust_IWLXX,crema-d_1073_disgust_IWLXX,I think I've seen this before.
crema-d_1073_disgust_IWWXX,crema-d_1073_disgust_IWWXX,The surface is slick.
crema-d_1073_disgust_MTIXX,crema-d_1073_disgust_MTIXX,The airplane is almost full.
crema-d_1073_disgust_TAIXX,crema-d_1073_disgust_TAIXX,We'll stop in a couple of minutes.
crema-d_1073_disgust_TIEXX,crema-d_1073_disgust_TIEXX,Don't forget a jacket.
crema-d_1073_disgust_TSIXX,crema-d_1073_disgust_TSIXX,I wonder what this is about.
crema-d_1073_disgust_WSIXX,crema-d_1073_disgust_WSIXX,I think I've seen this before.
crema-d_1073_fear_DFAXX,crema-d_1073_fear_DFAXX,It's eleven o'clock.
crema-d_1073_fear_IEOHI,crema-d_1073_fear_IEOMD,I think I've seen this before.
crema-d_1073_fear_IEOLO,crema-d_1073_fear_IEOMD,I'm on my way to the meeting.
crema-d_1073_fear_IEOMD,crema-d_1073_fear_IEOMD,I think I have a doctor's appointment.
crema-d_1073_fear_IOMXX,crema-d_1073_fear_IOMXX,Maybe tomorrow it will be cold.
crema-d_1073_fear_ITHXX,crema-d_1073_fear_ITHXX,The surface is slick.
crema-d_1073_fear_ITSXX,crema-d_1073_fear_ITSXX,I wonder what this is about.
crema-d_1073_fear_IWLXX,crema-d_1073_fear_IWLXX,The surface is slick.
crema-d_1073_fear_IWWXX,crema-d_1073_fear_IWWXX,We'll stop in a couple of minutes.
crema-d_1073_fear_MTIXX,crema-d_1073_fear_MTIXX,I wonder what this is about.
crema-d_1073_fear_TAIXX,crema-d_1073_fear_TAIXX,It's eleven o'clock.
crema-d_1073_fear_TIEXX,crema-d_1073_fear_TIEXX,I think I've seen this before.
crema-d_1073_fear_TSIXX,crema-d_1073_fear_TSIXX,I would like a new alarm clock.
crema-d_1073_fear_WSIXX,crema-d_1073_fear_WSIXX,I wonder what this is about.
crema-d_1073_happiness_DFAXX,crema-d_1073_happiness_DFAXX,Maybe tomorrow it will be cold.
crema-d_1073_happiness_IEOHI,crema-d_1073_happiness_IEOMD,I would like a new alarm clock.
crema-d_1073_happiness_IEOLO,crema-d_1073_happiness_IEOMD,I wonder what this is about.
crema-d_1073_happiness_IEOMD,crema-d_1073_happiness_IEOMD,I think I've seen this before.
crema-d_1073_happiness_IOMXX,crema-d_1073_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1073_happiness_ITHXX,crema-d_1073_happiness_ITHXX,I would like a new alarm clock.
crema-d_1073_happiness_ITSXX,crema-d_1073_happiness_ITSXX,The airplane is almost full.
crema-d_1073_happiness_IWLXX,crema-d_1073_happiness_IWLXX,We'll stop in a couple of minutes.
crema-d_1073_happiness_IWWXX,crema-d_1073_happiness_IWWXX,The surface is slick.
crema-d_1073_happiness_MTIXX,crema-d_1073_happiness_MTIXX,That is exactly what happened.
crema-d_1073_happiness_TAIXX,crema-d_1073_happiness_TAIXX,I think I've seen this before.
crema-d_1073_happiness_TIEXX,crema-d_1073_happiness_TIEXX,I'm on my way to the meeting.
crema-d_1073_happiness_TSIXX,crema-d_1073_happiness_TSIXX,It's eleven o'clock.
crema-d_1073_happiness_WSIXX,crema-d_1073_happiness_WSIXX,The surface is slick.
crema-d_1073_neutral_DFAXX,crema-d_1073_neutral_DFAXX,I'm on my way to the meeting.
crema-d_1073_neutral_IEOXX,crema-d_1073_neutral_IEOXX,I think I have a doctor's appointment.
crema-d_1073_neutral_IOMXX,crema-d_1073_neutral_IOMXX,I wonder what this is about.
crema-d_1073_neutral_ITHXX,crema-d_1073_neutral_ITHXX,Don't forget a jacket.
crema-d_1073_neutral_ITSXX,crema-d_1073_neutral_ITSXX,Don't forget a jacket.
crema-d_1073_neutral_IWLXX,crema-d_1073_neutral_IWLXX,Maybe tomorrow it will be cold.
crema-d_1073_neutral_IWWXX,crema-d_1073_neutral_IWWXX,I would like a new alarm clock.
crema-d_1073_neutral_MTIXX,crema-d_1073_neutral_MTIXX,It's eleven o'clock.
crema-d_1073_neutral_TAIXX,crema-d_1073_neutral_TAIXX,I would like a new alarm clock.
crema-d_1073_neutral_TIEXX,crema-d_1073_neutral_TIEXX,The surface is slick.
crema-d_1073_neutral_TSIXX,crema-d_1073_neutral_TSIXX,Maybe tomorrow it will be cold.
crema-d_1073_neutral_WSIXX,crema-d_1073_neutral_WSIXX,I'm on my way to the meeting.
crema-d_1073_sadness_DFAXX,crema-d_1073_sadness_DFAXX,We'll stop in a couple of minutes.
crema-d_1073_sadness_IEOHI,crema-d_1073_sadness_IEOMD,I'm on my way to the meeting.
crema-d_1073_sadness_IEOLO,crema-d_1073_sadness_IEOMD,Don't forget a jacket.
crema-d_1073_sadness_IEOMD,crema-d_1073_sadness_IEOMD,We'll stop in a couple of minutes.
crema-d_1073_sadness_IOMXX,crema-d_1073_sadness_IOMXX,I wonder what this is about.
crema-d_1073_sadness_ITHXX,crema-d_1073_sadness_ITHXX,It's eleven o'clock.
crema-d_1073_sadness_ITSXX,crema-d_1073_sadness_ITSXX,I wonder what this is about.
crema-d_1073_sadness_IWLXX,crema-d_1073_sadness_IWLXX,That is exactly what happened.
crema-d_1073_sadness_IWWXX,crema-d_1073_sadness_IWWXX,Don't forget a jacket.
crema-d_1073_sadness_MTIXX,crema-d_1073_sadness_MTIXX,I think I've seen this before.
crema-d_1073_sadness_TAIXX,crema-d_1073_sadness_TAIXX,We'll stop in a couple of minutes.
crema-d_1073_sadness_TIEXX,crema-d_1073_sadness_TIEXX,I think I have a doctor's appointment.
crema-d_1073_sadness_TSIXX,crema-d_1073_sadness_TSIXX,It's eleven o'clock.
crema-d_1073_sadness_WSIXX,crema-d_1073_sadness_WSIXX,I'm on my way to the meeting.
crema-d_1074_anger_DFAXX,crema-d_1074_anger_DFAXX,I think I have a doctor's appointment.
crema-d_1074_anger_IEOHI,crema-d_1074_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1074_anger_IEOLO,crema-d_1074_anger_IEOMD,Maybe tomorrow it will be cold.
crema-d_1074_anger_IEOMD,crema-d_1074_anger_IEOMD,I would like a new alarm clock.
crema-d_1074_anger_IOMXX,crema-d_1074_anger_IOMXX,We'll stop in a couple of minutes.
crema-d_1074_anger_ITHXX,crema-d_1074_anger_ITHXX,Maybe tomorrow it will be cold.
crema-d_1074_anger_ITSXX,crema-d_1074_anger_ITSXX,Don't forget a jacket.
crema-d_1074_anger_IWLXX,crema-d_1074_anger_IWLXX,Don't forget a jacket.
crema-d_1074_anger_IWWXX,crema-d_1074_anger_IWWXX,That is exactly what happened.
crema-d_1074_anger_MTIXX,crema-d_1074_anger_MTIXX,The airplane is almost full.
crema-d_1074_anger_TAIXX,crema-d_1074_anger_TAIXX,I'm on my way to the meeting.
crema-d_1074_anger_TIEXX,crema-d_1074_anger_TIEXX,Don't forget a jacket.
crema-d_1074_anger_TSIXX,crema-d_1074_anger_TSIXX,I would like a new alarm clock.
crema-d_1074_anger_WSIXX,crema-d_1074_anger_WSIXX,That is exactly what happened.
crema-d_1074_disgust_DFAXX,crema-d_1074_disgust_DFAXX,Maybe tomorrow it will be cold.
crema-d_1074_disgust_IEOHI,crema-d_1074_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1074_disgust_IEOLO,crema-d_1074_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1074_disgust_IEOMD,crema-d_1074_disgust_IEOMD,I'm on my way to the meeting.
crema-d_1074_disgust_IOMXX,crema-d_1074_disgust_IOMXX,I think I have a doctor's appointment.
crema-d_1074_disgust_ITHXX,crema-d_1074_disgust_ITHXX,I would like a new alarm clock.
crema-d_1074_disgust_ITSXX,crema-d_1074_disgust_ITSXX,I think I have a doctor's appointment.
crema-d_1074_disgust_IWLXX,crema-d_1074_disgust_IWLXX,That is exactly what happened.
crema-d_1074_disgust_IWWXX,crema-d_1074_disgust_IWWXX,The airplane is almost full.
crema-d_1074_disgust_MTIXX,crema-d_1074_disgust_MTIXX,It's eleven o'clock.
crema-d_1074_disgust_TAIXX,crema-d_1074_disgust_TAIXX,We'll stop in a couple of minutes.
crema-d_1074_disgust_TIEXX,crema-d_1074_disgust_TIEXX,I'm on my way to the meeting.
crema-d_1074_disgust_TSIXX,crema-d_1074_disgust_TSIXX,We'll stop in a couple of minutes.
crema-d_1074_disgust_WSIXX,crema-d_1074_disgust_WSIXX,I think I have a doctor's appointment.
crema-d_1074_fear_DFAXX,crema-d_1074_fear_DFAXX,It's eleven o'clock.
crema-d_1074_fear_IEOHI,crema-d_1074_fear_IEOMD,Don't forget a jacket.
crema-d_1074_fear_IEOLO,crema-d_1074_fear_IEOMD,Maybe tomorrow it will be cold.
crema-d_1074_fear_IEOMD,crema-d_1074_fear_IEOMD,The airplane is almost full.
crema-d_1074_fear_IOMXX,crema-d_1074_fear_IOMXX,Maybe tomorrow it will be cold.
crema-d_1074_fear_ITHXX,crema-d_1074_fear_ITHXX,The surface is slick.
crema-d_1074_fear_ITSXX,crema-d_1074_fear_ITSXX,I think I have a doctor's appointment.
crema-d_1074_fear_IWLXX,crema-d_1074_fear_IWLXX,Maybe tomorrow it will be cold.
crema-d_1074_fear_IWWXX,crema-d_1074_fear_IWWXX,I'm on my way to the meeting.
crema-d_1074_fear_MTIXX,crema-d_1074_fear_MTIXX,I think I have a doctor's appointment.
crema-d_1074_fear_TAIXX,crema-d_1074_fear_TAIXX,I'm on my way to the meeting.
crema-d_1074_fear_TIEXX,crema-d_1074_fear_TIEXX,I'm on my way to the meeting.
crema-d_1074_fear_TSIXX,crema-d_1074_fear_TSIXX,I think I have a doctor's appointment.
crema-d_1074_fear_WSIXX,crema-d_1074_fear_WSIXX,The airplane is almost full.
crema-d_1074_happiness_DFAXX,crema-d_1074_happiness_DFAXX,I wonder what this is about.
crema-d_1074_happiness_IEOHI,crema-d_1074_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1074_happiness_IEOLO,crema-d_1074_happiness_IEOMD,I think I've seen this before.
crema-d_1074_happiness_IEOMD,crema-d_1074_happiness_IEOMD,The surface is slick.
crema-d_1074_happiness_IOMXX,crema-d_1074_happiness_IOMXX,We'll stop in a couple of minutes.
crema-d_1074_happiness_ITHXX,crema-d_1074_happiness_ITHXX,I wonder what this is about.
crema-d_1074_happiness_ITSXX,crema-d_1074_happiness_ITSXX,It's eleven o'clock.
crema-d_1074_happiness_IWLXX,crema-d_1074_happiness_IWLXX,Maybe tomorrow it will be cold.
crema-d_1074_happiness_IWWXX,crema-d_1074_happiness_IWWXX,That is exactly what happened.
crema-d_1074_happiness_MTIXX,crema-d_1074_happiness_MTIXX,The surface is slick.
crema-d_1074_happiness_TAIXX,crema-d_1074_happiness_TAIXX,I wonder what this is about.
crema-d_1074_happiness_TIEXX,crema-d_1074_happiness_TIEXX,I think I have a doctor's appointment.
crema-d_1074_happiness_TSIXX,crema-d_1074_happiness_TSIXX,Maybe tomorrow it will be cold.
crema-d_1074_happiness_WSIXX,crema-d_1074_happiness_WSIXX,I think I've seen this before.
crema-d_1074_neutral_DFAXX,crema-d_1074_neutral_DFAXX,I would like a new alarm clock.
crema-d_1074_neutral_IEOXX,crema-d_1074_neutral_IEOXX,The airplane is almost full.
crema-d_1074_neutral_IOMXX,crema-d_1074_neutral_IOMXX,Don't forget a jacket.
crema-d_1074_neutral_ITHXX,crema-d_1074_neutral_ITHXX,Maybe tomorrow it will be cold.
crema-d_1074_neutral_ITSXX,crema-d_1074_neutral_ITSXX,I wonder what this is about.
crema-d_1074_neutral_IWLXX,crema-d_1074_neutral_IWLXX,The airplane is almost full.
crema-d_1074_neutral_IWWXX,crema-d_1074_neutral_IWWXX,I think I've seen this before.
crema-d_1074_neutral_MTIXX,crema-d_1074_neutral_MTIXX,I wonder what this is about.
crema-d_1074_neutral_TAIXX,crema-d_1074_neutral_TAIXX,I would like a new alarm clock.
crema-d_1074_neutral_TIEXX,crema-d_1074_neutral_TIEXX,I would like a new alarm clock.
crema-d_1074_neutral_TSIXX,crema-d_1074_neutral_TSIXX,I think I've seen this before.
crema-d_1074_neutral_WSIXX,crema-d_1074_neutral_WSIXX,I'm on my way to the meeting.
crema-d_1074_sadness_DFAXX,crema-d_1074_sadness_DFAXX,That is exactly what happened.
crema-d_1074_sadness_IEOHI,crema-d_1074_sadness_IEOMD,I wonder what this is about.
crema-d_1074_sadness_IEOLO,crema-d_1074_sadness_IEOMD,I would like a new alarm clock.
crema-d_1074_sadness_IEOMD,crema-d_1074_sadness_IEOMD,That is exactly what happened.
crema-d_1074_sadness_IOMXX,crema-d_1074_sadness_IOMXX,The surface is slick.
crema-d_1074_sadness_ITHXX,crema-d_1074_sadness_ITHXX,I'm on my way to the meeting.
crema-d_1074_sadness_ITSXX,crema-d_1074_sadness_ITSXX,I think I have a doctor's appointment.
crema-d_1074_sadness_IWLXX,crema-d_1074_sadness_IWLXX,We'll stop in a couple of minutes.
crema-d_1074_sadness_IWWXX,crema-d_1074_sadness_IWWXX,I would like a new alarm clock.
crema-d_1074_sadness_MTIXX,crema-d_1074_sadness_MTIXX,I think I've seen this before.
crema-d_1074_sadness_TAIXX,crema-d_1074_sadness_TAIXX,I think I've seen this before.
crema-d_1074_sadness_TIEXX,crema-d_1074_sadness_TIEXX,I'm on my way to the meeting.
crema-d_1074_sadness_TSIXX,crema-d_1074_sadness_TSIXX,We'll stop in a couple of minutes.
crema-d_1074_sadness_WSIXX,crema-d_1074_sadness_WSIXX,I think I have a doctor's appointment.
crema-d_1075_anger_DFAXX,crema-d_1075_anger_DFAXX,The surface is slick.
crema-d_1075_anger_IEOHI,crema-d_1075_anger_IEOMD,The surface is slick.
crema-d_1075_anger_IEOLO,crema-d_1075_anger_IEOMD,Don't forget a jacket.
crema-d_1075_anger_IEOMD,crema-d_1075_anger_IEOMD,Don't forget a jacket.
crema-d_1075_anger_IOMXX,crema-d_1075_anger_IOMXX,It's eleven o'clock.
crema-d_1075_anger_ITHXX,crema-d_1075_anger_ITHXX,The airplane is almost full.
crema-d_1075_anger_ITSXX,crema-d_1075_anger_ITSXX,It's eleven o'clock.
crema-d_1075_anger_IWLXX,crema-d_1075_anger_IWLXX,I wonder what this is about.
crema-d_1075_anger_IWWXX,crema-d_1075_anger_IWWXX,I think I have a doctor's appointment.
crema-d_1075_anger_MTIXX,crema-d_1075_anger_MTIXX,I would like a new alarm clock.
crema-d_1075_anger_TAIXX,crema-d_1075_anger_TAIXX,I think I've seen this before.
crema-d_1075_anger_TIEXX,crema-d_1075_anger_TIEXX,I wonder what this is about.
crema-d_1075_anger_TSIXX,crema-d_1075_anger_TSIXX,We'll stop in a couple of minutes.
crema-d_1075_anger_WSIXX,crema-d_1075_anger_WSIXX,The surface is slick.
crema-d_1075_disgust_DFAXX,crema-d_1075_disgust_DFAXX,I would like a new alarm clock.
crema-d_1075_disgust_IEOHI,crema-d_1075_disgust_IEOMD,I would like a new alarm clock.
crema-d_1075_disgust_IEOLO,crema-d_1075_disgust_IEOMD,We'll stop in a couple of minutes.
crema-d_1075_disgust_IEOMD,crema-d_1075_disgust_IEOMD,I would like a new alarm clock.
crema-d_1075_disgust_IOMXX,crema-d_1075_disgust_IOMXX,Maybe tomorrow it will be cold.
crema-d_1075_disgust_ITHXX,crema-d_1075_disgust_ITHXX,That is exactly what happened.
crema-d_1075_disgust_ITSXX,crema-d_1075_disgust_ITSXX,I would like a new alarm clock.
crema-d_1075_disgust_IWLXX,crema-d_1075_disgust_IWLXX,Don't forget a jacket.
crema-d_1075_disgust_IWWXX,crema-d_1075_disgust_IWWXX,I think I have a doctor's appointment.
crema-d_1075_disgust_MTIXX,crema-d_1075_disgust_MTIXX,I'm on my way to the meeting.
crema-d_1075_disgust_TAIXX,crema-d_1075_disgust_TAIXX,That is exactly what happened.
crema-d_1075_disgust_TIEXX,crema-d_1075_disgust_TIEXX,I'm on my way to the meeting.
crema-d_1075_disgust_TSIXX,crema-d_1075_disgust_TSIXX,I think I have a doctor's appointment.
crema-d_1075_disgust_WSIXX,crema-d_1075_disgust_WSIXX,Don't forget a jacket.
crema-d_1075_fear_DFAXX,crema-d_1075_fear_DFAXX,I think I have a doctor's appointment.
crema-d_1075_fear_IEOHI,crema-d_1075_fear_IEOMD,I would like a new alarm clock.
crema-d_1075_fear_IEOLO,crema-d_1075_fear_IEOMD,The airplane is almost full.
crema-d_1075_fear_IEOMD,crema-d_1075_fear_IEOMD,I think I've seen this before.
crema-d_1075_fear_IOMXX,crema-d_1075_fear_IOMXX,It's eleven o'clock.
crema-d_1075_fear_ITHXX,crema-d_1075_fear_ITHXX,I would like a new alarm clock.
crema-d_1075_fear_ITSXX,crema-d_1075_fear_ITSXX,That is exactly what happened.
crema-d_1075_fear_IWLXX,crema-d_1075_fear_IWLXX,Maybe tomorrow it will be cold.
crema-d_1075_fear_IWWXX,crema-d_1075_fear_IWWXX,I would like a new alarm clock.
crema-d_1075_fear_MTIXX,crema-d_1075_fear_MTIXX,I think I've seen this before.
crema-d_1075_fear_TAIXX,crema-d_1075_fear_TAIXX,It's eleven o'clock.
crema-d_1075_fear_TIEXX,crema-d_1075_fear_TIEXX,The surface is slick.
crema-d_1075_fear_TSIXX,crema-d_1075_fear_TSIXX,The airplane is almost full.
crema-d_1075_fear_WSIXX,crema-d_1075_fear_WSIXX,That is exactly what happened.
crema-d_1075_happiness_DFAXX,crema-d_1075_happiness_DFAXX,I'm on my way to the meeting.
crema-d_1075_happiness_IEOHI,crema-d_1075_happiness_IEOMD,I wonder what this is about.
crema-d_1075_happiness_IEOLO,crema-d_1075_happiness_IEOMD,I wonder what this is about.
crema-d_1075_happiness_IEOMD,crema-d_1075_happiness_IEOMD,I think I've seen this before.
crema-d_1075_happiness_IOMXX,crema-d_1075_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1075_happiness_ITHXX,crema-d_1075_happiness_ITHXX,I think I've seen this before.
crema-d_1075_happiness_ITSXX,crema-d_1075_happiness_ITSXX,Don't forget a jacket.
crema-d_1075_happiness_IWLXX,crema-d_1075_happiness_IWLXX,I'm on my way to the meeting.
crema-d_1075_happiness_IWWXX,crema-d_1075_happiness_IWWXX,I think I have a doctor's appointment.
crema-d_1075_happiness_MTIXX,crema-d_1075_happiness_MTIXX,That is exactly what happened.
crema-d_1075_happiness_TAIXX,crema-d_1075_happiness_TAIXX,That is exactly what happened.
crema-d_1075_happiness_TIEXX,crema-d_1075_happiness_TIEXX,The surface is slick.
crema-d_1075_happiness_TSIXX,crema-d_1075_happiness_TSIXX,I would like a new alarm clock.
crema-d_1075_happiness_WSIXX,crema-d_1075_happiness_WSIXX,I think I have a doctor's appointment.
crema-d_1075_neutral_DFAXX,crema-d_1075_neutral_DFAXX,I think I've seen this before.
crema-d_1075_neutral_IEOXX,crema-d_1075_neutral_IEOXX,The surface is slick.
crema-d_1075_neutral_IOMXX,crema-d_1075_neutral_IOMXX,We'll stop in a couple of minutes.
crema-d_1075_neutral_ITHXX,crema-d_1075_neutral_ITHXX,I wonder what this is about.
crema-d_1075_neutral_ITSXX,crema-d_1075_neutral_ITSXX,Maybe tomorrow it will be cold.
crema-d_1075_neutral_IWLXX,crema-d_1075_neutral_IWLXX,I think I've seen this before.
crema-d_1075_neutral_IWWXX,crema-d_1075_neutral_IWWXX,That is exactly what happened.
crema-d_1075_neutral_MTIXX,crema-d_1075_neutral_MTIXX,I think I've seen this before.
crema-d_1075_neutral_TAIXX,crema-d_1075_neutral_TAIXX,I think I've seen this before.
crema-d_1075_neutral_TIEXX,crema-d_1075_neutral_TIEXX,I'm on my way to the meeting.
crema-d_1075_neutral_TSIXX,crema-d_1075_neutral_TSIXX,I think I've seen this before.
crema-d_1075_neutral_WSIXX,crema-d_1075_neutral_WSIXX,The airplane is almost full.
crema-d_1075_sadness_DFAXX,crema-d_1075_sadness_DFAXX,I think I have a doctor's appointment.
crema-d_1075_sadness_IEOHI,crema-d_1075_sadness_IEOMD,I would like a new alarm clock.
crema-d_1075_sadness_IEOLO,crema-d_1075_sadness_IEOMD,The airplane is almost full.
crema-d_1075_sadness_IEOMD,crema-d_1075_sadness_IEOMD,I think I've seen this before.
crema-d_1075_sadness_IOMXX,crema-d_1075_sadness_IOMXX,I would like a new alarm clock.
crema-d_1075_sadness_ITHXX,crema-d_1075_sadness_ITHXX,That is exactly what happened.
crema-d_1075_sadness_ITSXX,crema-d_1075_sadness_ITSXX,I wonder what this is about.
crema-d_1075_sadness_IWLXX,crema-d_1075_sadness_IWLXX,I'm on my way to the meeting.
crema-d_1075_sadness_IWWXX,crema-d_1075_sadness_IWWXX,We'll stop in a couple of minutes.
crema-d_1075_sadness_MTIXX,crema-d_1075_sadness_MTIXX,Don't forget a jacket.
crema-d_1075_sadness_TAIXX,crema-d_1075_sadness_TAIXX,I would like a new alarm clock.
crema-d_1075_sadness_TIEXX,crema-d_1075_sadness_TIEXX,I think I've seen this before.
crema-d_1075_sadness_TSIXX,crema-d_1075_sadness_TSIXX,I think I have a doctor's appointment.
crema-d_1075_sadness_WSIXX,crema-d_1075_sadness_WSIXX,That is exactly what happened.
crema-d_1076_anger_DFAXX,crema-d_1076_anger_DFAXX,We'll stop in a couple of minutes.
crema-d_1076_anger_IEOHI,crema-d_1076_anger_IEOMD,I think I have a doctor's appointment.
crema-d_1076_anger_IEOLO,crema-d_1076_anger_IEOMD,The airplane is almost full.
crema-d_1076_anger_IEOMD,crema-d_1076_anger_IEOMD,The surface is slick.
crema-d_1076_anger_IOMXX,crema-d_1076_anger_IOMXX,We'll stop in a couple of minutes.
crema-d_1076_anger_ITHXX,crema-d_1076_anger_ITHXX,We'll stop in a couple of minutes.
crema-d_1076_anger_ITSXX,crema-d_1076_anger_ITSXX,That is exactly what happened.
crema-d_1076_anger_IWLXX,crema-d_1076_anger_IWLXX,I'm on my way to the meeting.
crema-d_1076_anger_IWWXX,crema-d_1076_anger_IWWXX,Maybe tomorrow it will be cold.
crema-d_1076_anger_MTIXX,crema-d_1076_anger_MTIXX,I think I have a doctor's appointment.
crema-d_1076_anger_TAIXX,crema-d_1076_anger_TAIXX,I'm on my way to the meeting.
crema-d_1076_anger_TIEXX,crema-d_1076_anger_TIEXX,It's eleven o'clock.
crema-d_1076_anger_TSIXX,crema-d_1076_anger_TSIXX,I think I have a doctor's appointment.
crema-d_1076_anger_WSIXX,crema-d_1076_anger_WSIXX,I would like a new alarm clock.
crema-d_1076_disgust_DFAXX,crema-d_1076_disgust_DFAXX,It's eleven o'clock.
crema-d_1076_disgust_IEOHI,crema-d_1076_disgust_IEOMD,The airplane is almost full.
crema-d_1076_disgust_IEOLO,crema-d_1076_disgust_IEOMD,I think I have a doctor's appointment.
crema-d_1076_disgust_IEOMD,crema-d_1076_disgust_IEOMD,The airplane is almost full.
crema-d_1076_disgust_IOMXX,crema-d_1076_disgust_IOMXX,I think I have a doctor's appointment.
crema-d_1076_disgust_ITHXX,crema-d_1076_disgust_ITHXX,Maybe tomorrow it will be cold.
crema-d_1076_disgust_ITSXX,crema-d_1076_disgust_ITSXX,Don't forget a jacket.
crema-d_1076_disgust_IWLXX,crema-d_1076_disgust_IWLXX,The airplane is almost full.
crema-d_1076_disgust_IWWXX,crema-d_1076_disgust_IWWXX,Don't forget a jacket.
crema-d_1076_disgust_MTIXX,crema-d_1076_disgust_MTIXX,I'm on my way to the meeting.
crema-d_1076_disgust_TAIXX,crema-d_1076_disgust_TAIXX,I think I have a doctor's appointment.
crema-d_1076_disgust_TIEXX,crema-d_1076_disgust_TIEXX,I think I've seen this before.
crema-d_1076_disgust_TSIXX,crema-d_1076_disgust_TSIXX,It's eleven o'clock.
crema-d_1076_disgust_WSIXX,crema-d_1076_disgust_WSIXX,I think I've seen this before.
crema-d_1076_fear_DFAXX,crema-d_1076_fear_DFAXX,I wonder what this is about.
crema-d_1076_fear_IEOHI,crema-d_1076_fear_IEOMD,I'm on my way to the meeting.
crema-d_1076_fear_IEOLO,crema-d_1076_fear_IEOMD,That is exactly what happened.
crema-d_1076_fear_IEOMD,crema-d_1076_fear_IEOMD,We'll stop in a couple of minutes.
crema-d_1076_fear_IOMXX,crema-d_1076_fear_IOMXX,The airplane is almost full.
crema-d_1076_fear_ITHXX,crema-d_1076_fear_ITHXX,The airplane is almost full.
crema-d_1076_fear_ITSXX,crema-d_1076_fear_ITSXX,I would like a new alarm clock.
crema-d_1076_fear_IWLXX,crema-d_1076_fear_IWLXX,I think I have a doctor's appointment.
crema-d_1076_fear_IWWXX,crema-d_1076_fear_IWWXX,I'm on my way to the meeting.
crema-d_1076_fear_MTIXX,crema-d_1076_fear_MTIXX,Don't forget a jacket.
crema-d_1076_fear_TAIXX,crema-d_1076_fear_TAIXX,It's eleven o'clock.
crema-d_1076_fear_TIEXX,crema-d_1076_fear_TIEXX,I think I've seen this before.
crema-d_1076_fear_TSIXX,crema-d_1076_fear_TSIXX,It's eleven o'clock.
crema-d_1076_fear_WSIXX,crema-d_1076_fear_WSIXX,It's eleven o'clock.
crema-d_1076_happiness_DFAXX,crema-d_1076_happiness_DFAXX,I would like a new alarm clock.
crema-d_1076_happiness_IEOHI,crema-d_1076_happiness_IEOMD,I'm on my way to the meeting.
crema-d_1076_happiness_IEOLO,crema-d_1076_happiness_IEOMD,The airplane is almost full.
crema-d_1076_happiness_IEOMD,crema-d_1076_happiness_IEOMD,I think I have a doctor's appointment.
crema-d_1076_happiness_IOMXX,crema-d_1076_happiness_IOMXX,I think I have a doctor's appointment.
crema-d_1076_happiness_ITHXX,crema-d_1076_happiness_ITHXX,Maybe tomorrow it will be cold.
crema-d_1076_happiness_ITSXX,crema-d_1076_happiness_ITSXX,Don't forget a jacket.
crema-d_1076_happiness_IWLXX,crema-d_1076_happiness_IWLXX,Don't forget a jacket.
crema-d_1076_happiness_IWWXX,crema-d_1076_happiness_IWWXX,It's eleven o'clock.
crema-d_1076_happiness_MTIXX,crema-d_1076_happiness_MTIXX,Don't forget a jacket.
crema-d_1076_happiness_TAIXX,crema-d_1076_happiness_TAIXX,Maybe tomorrow it will be cold.
crema-d_1076_happiness_TIEXX,crema-d_1076_happiness_TIEXX,I think I have a doctor's appointment.
crema-d_1076_happiness_TSIXX,crema-d_1076_happiness_TSIXX,We'll stop in a couple of minutes.
crema-d_1076_happiness_WSIXX,crema-d_1076_happiness_WSIXX,I wonder what this is about.
crema-d_1076_neutral_DFAXX,crema-d_1076_neutral_DFAXX,That is exactly what happened.
crema-d_1076_neutral_IEOXX,crema-d_1076_neutral_IEOXX,Maybe tomorrow it will be cold.
crema-d_1076_neutral_IOMXX,crema-d_1076_neutral_IOMXX,The surface is slick.
crema-d_1076_neutral_ITHXX,crema-d_1076_neutral_ITHXX,I think I've seen this before.
crema-d_1076_neutral_IWLXX,crema-d_1076_neutral_IWLXX,Maybe tomorrow it will be cold.
crema-d_1076_neutral_IWWXX,crema-d_1076_neutral_IWWXX,We'll stop in a couple of minutes.
crema-d_1076_neutral_MTIXX,crema-d_1076_neutral_MTIXX,I'm on my way to the meeting.
crema-d_1076_neutral_TAIXX,crema-d_1076_neutral_TAIXX,I would like a new alarm clock.
crema-d_1076_neutral_TIEXX,crema-d_1076_neutral_TIEXX,We'll stop in a couple of minutes.
crema-d_1076_neutral_TSIXX,crema-d_1076_neutral_TSIXX,I think I've seen this before.
crema-d_1076_neutral_WSIXX,crema-d_1076_neutral_WSIXX,The surface is slick.
crema-d_1076_sadness_DFAXX,crema-d_1076_sadness_DFAXX,I'm on my way to the meeting.
crema-d_1076_sadness_IEOHI,crema-d_1076_sadness_IEOMD,I think I've seen this before.
crema-d_1076_sadness_IEOLO,crema-d_1076_sadness_IEOMD,The surface is slick.
crema-d_1076_sadness_IEOMD,crema-d_1076_sadness_IEOMD,We'll stop in a couple of minutes.
